tag,patterns,responses
problem,probably because of my exams,['I see. Have you taken any approaches to not feel this way?']
no-approach,I guess not. All I can think about are my exams.,"[""That's no problem. I can see why you'd be stressed out about that. I can suggest you some tips to alleviate this issue. Would you like to learn more about that?""]"
no-approach,not really,"[""That's no problem. I can see why you'd be stressed out about that. I can suggest you some tips to alleviate this issue. Would you like to learn more about that?""]"
no-approach,i guess not,"[""That's no problem. I can see why you'd be stressed out about that. I can suggest you some tips to alleviate this issue. Would you like to learn more about that?""]"
learn-more,ok sure. i would like to learn more about it.,"[""So first I would suggest you to give yourself a break. Thinking more and more about the problem definitely does not help in solving it. You'll just end up overwhelming yourself.""]"
learn-more,"yes, i would like to learn more about it.","[""So first I would suggest you to give yourself a break. Thinking more and more about the problem definitely does not help in solving it. You'll just end up overwhelming yourself.""]"
learn-more,i would like to learn more about it.,"[""So first I would suggest you to give yourself a break. Thinking more and more about the problem definitely does not help in solving it. You'll just end up overwhelming yourself.""]"
user-agree,yeah you're right. i deserve a break.,"['Next, I would suggest you to practice meditation. Meditation can produce a deep state of relaxation and a tranquil mind.']"
user-agree,Yeah you're absolutely right about that,"['Next, I would suggest you to practice meditation. Meditation can produce a deep state of relaxation and a tranquil mind.']"
meditation,hmmm that sounds like it could be useful to me.,"['Focus all your attention on your breathing. Concentrate on feeling and listening as you inhale and exhale through your nostrils. Breathe deeply and slowly. When your attention wanders, gently return your focus to your breathing.']"
meditation,That sounds useful.,"['Focus all your attention on your breathing. Concentrate on feeling and listening as you inhale and exhale through your nostrils. Breathe deeply and slowly. When your attention wanders, gently return your focus to your breathing.']"
user-meditation,i did what you said and i feel alot better. thank you very much.,"[""Your welcome. Remember: Always focus on what's within your control. When you find yourself worrying, take a minute to examine the things you have control over. You can't prevent a storm from coming but you can prepare for it. You can't control how someone else behaves, but you can control how you react. Recognize that sometimes, all you can control is your effort and your attitude. When you put your energy into the things you can control, you'll be much more effective.""]"
user-meditation,I feel better now,"[""Your welcome. Remember: Always focus on what's within your control. When you find yourself worrying, take a minute to examine the things you have control over. You can't prevent a storm from coming but you can prepare for it. You can't control how someone else behaves, but you can control how you react. Recognize that sometimes, all you can control is your effort and your attitude. When you put your energy into the things you can control, you'll be much more effective.""]"
pandora-useful,thank you very much again. i'll continue practicing meditation and focus on what i can control.,"[""I'm glad you found this useful. Is there something else I can help you with?""]"
user-advice,I want some advice.,"['Sure. What can I do to help?', 'Okay what do you need advice on?']"
user-advice,I need some advice.,"['Sure. What can I do to help?', 'Okay what do you need advice on?']"
user-advice,I need advice on something,"['Sure. What can I do to help?', 'Okay what do you need advice on?']"
learn-mental-health,I want to learn about mental health.,"[""Oh that's really great. I'd be willing to answer anything that I know about it.""]"
learn-mental-health,I want to learn more about mental health.,"[""Oh that's really great. I'd be willing to answer anything that I know about it.""]"
learn-mental-health,I'm interested in learning about mental health.,"[""Oh that's really great. I'd be willing to answer anything that I know about it.""]"
mental-health-fact,Tell me a fact about mental health?,"['According to a UNICEF report, One in seven Indians between 15-24 years of age feels depressed', '1 in 5 young people (age 13-18) has or will develop a mental illness in their lifetime.', 'Depression is the leading cause of disability worldwide.']"
mental-health-fact,What are some facts about mental health?,"['According to a UNICEF report, One in seven Indians between 15-24 years of age feels depressed', '1 in 5 young people (age 13-18) has or will develop a mental illness in their lifetime.', 'Depression is the leading cause of disability worldwide.']"
mental-health-fact,Tell me a story about mental health?,"['According to a UNICEF report, One in seven Indians between 15-24 years of age feels depressed', '1 in 5 young people (age 13-18) has or will develop a mental illness in their lifetime.', 'Depression is the leading cause of disability worldwide.']"
mental-health-fact,Tell me a fact about mental health.,"['According to a UNICEF report, One in seven Indians between 15-24 years of age feels depressed', '1 in 5 young people (age 13-18) has or will develop a mental illness in their lifetime.', 'Depression is the leading cause of disability worldwide.']"
mental-health-fact,What is mental health?,"['According to a UNICEF report, One in seven Indians between 15-24 years of age feels depressed', '1 in 5 young people (age 13-18) has or will develop a mental illness in their lifetime.', 'Depression is the leading cause of disability worldwide.']"
mental-health-fact,Tell me another fact about mental health?,"['According to a UNICEF report, One in seven Indians between 15-24 years of age feels depressed', '1 in 5 young people (age 13-18) has or will develop a mental illness in their lifetime.', 'Depression is the leading cause of disability worldwide.']"
mental-health-fact,What are some facts about mental health?,"['According to a UNICEF report, One in seven Indians between 15-24 years of age feels depressed', '1 in 5 young people (age 13-18) has or will develop a mental illness in their lifetime.', 'Depression is the leading cause of disability worldwide.']"
mental-health-fact,Tell me another thing about mental health?,"['According to a UNICEF report, One in seven Indians between 15-24 years of age feels depressed', '1 in 5 young people (age 13-18) has or will develop a mental illness in their lifetime.', 'Depression is the leading cause of disability worldwide.']"
mental-health-fact,What is a fact about mental health?,"['According to a UNICEF report, One in seven Indians between 15-24 years of age feels depressed', '1 in 5 young people (age 13-18) has or will develop a mental illness in their lifetime.', 'Depression is the leading cause of disability worldwide.']"
mental-health-fact,Tell me another fact about mental health.,"['According to a UNICEF report, One in seven Indians between 15-24 years of age feels depressed', '1 in 5 young people (age 13-18) has or will develop a mental illness in their lifetime.', 'Depression is the leading cause of disability worldwide.']"
fact-1,What does mental health mean?,"['Mental health is a state of well-being in which the individual realizes his or her own abilities, can cope with the normal stresses of life, can work productively and fruitfully, and is able to make a contribution to his or her community', 'Mental health includes our emotional, psychological, and social well-being. It affects how we think, feel, and act. It also helps determine how we handle stress, relate to others, and make choices.']"
fact-1,What is a mental health?,"['Mental health is a state of well-being in which the individual realizes his or her own abilities, can cope with the normal stresses of life, can work productively and fruitfully, and is able to make a contribution to his or her community', 'Mental health includes our emotional, psychological, and social well-being. It affects how we think, feel, and act. It also helps determine how we handle stress, relate to others, and make choices.']"
fact-1,What's mental health?,"['Mental health is a state of well-being in which the individual realizes his or her own abilities, can cope with the normal stresses of life, can work productively and fruitfully, and is able to make a contribution to his or her community', 'Mental health includes our emotional, psychological, and social well-being. It affects how we think, feel, and act. It also helps determine how we handle stress, relate to others, and make choices.']"
